token_id,session_number,speaker1,speaker2,speaker1_id,speaker2_id,speaker1_gender,speaker2_gender,word_start_time,word_end_time,word_number_in_ipu,word_number_in_turn,word_number_in_task,total_number_of_words_in_ipu,total_number_of_words_in_turn,total_number_of_words_in_task,silence_before_word,silence_after_word,word,word_pos_tag,word_pos_tag_simplified,word_duration,word_number_of_syllables,word_speaking_rate_syllables_per_sec,word_speaking_rate_syllables_per_sec_speaker_normalized,word_speaking_rate_phones_per_sec,word_speaking_rate_phones_per_sec_speaker_normalized,word_tobi_break_index,word_tobi_pitch_accent,word_tobi_phrase_accent,word_tobi_boundary_tone,word_tobi_phrase_accent_boundary_tone,word_tobi_hif0_time,Stanford_PoS,Coreference_IDs
s01.cards.2.A.319.95,1,A,B,101,102,m,m,319.954399,320.209336,1,1,1,11,17,17,2.8808,0.0,okay,UH,O,0.2549,2,7.8451,2.0019,11.7676,0.4006,4,H+!H*,L-,L%,L-L%,319.9677,JJ,
s01.cards.2.A.32.18,1,A,B,101,102,m,m,32.179239,32.279239000000004,2,4,4,11,22,22,0.0,0.0,I,PRP,O,0.1,1,10.0,3.3504,10.0,-0.0687,1,_,_,_,_,,PRP,1
s01.cards.2.A.32.28,1,A,B,101,102,m,m,32.279239000000004,32.739239000000005,3,5,5,11,22,22,0.0,0.0,have,VBP,V,0.46,1,2.1739,-1.5468,5.4348,-1.2807,4,H*,L-,H%,L-H%,32.316,VBP,
s01.cards.2.A.32.74,1,A,B,101,102,m,m,32.739239000000005,32.9925,4,6,6,11,22,22,0.0,0.0,a,DT,O,0.2533,1,3.9485,-0.4364,3.9485,-1.6753,1,_,_,_,_,,DT,19
s01.cards.2.A.32.99,1,A,B,101,102,m,m,32.9925,33.279239000000004,5,7,7,11,22,22,0.0,0.0,yellow,JJ,J,0.2867,2,6.975,1.4575,13.95,0.98,1,L*+H,_,_,_,33.1827,JJ,19
s01.cards.2.A.320.21,1,A,B,101,102,m,m,320.209336,320.3743990000001,2,2,2,11,17,17,0.0,0.0,this,DT,O,0.1651,1,6.0583,0.8838,18.1749,2.1016,1,L*,_,_,_,,DT,129
s01.cards.2.A.320.37,1,A,B,101,102,m,m,320.3743990000001,320.4943990000001,3,3,3,11,17,17,0.0,0.0,is,VBZ,V,0.12,1,8.3333,2.3075,16.6667,1.7012,3,_,L-,_,L-,,VBZ,
s01.cards.2.A.320.49,1,A,B,101,102,m,m,320.4943990000001,320.604399,4,4,4,11,17,17,0.0,0.0,I,PRP,O,0.11,1,9.0909,2.7815,9.0909,-0.31,1,_,_,_,_,,PRP,1
s01.cards.2.A.320.60,1,A,B,101,102,m,m,320.604399,320.822962,5,5,5,11,17,17,0.0,0.0,think,VBP,V,0.2186,1,4.5753,-0.0441,18.3014,2.1352,3,H*,H-,_,H-,320.7478,VBP,
s01.cards.2.A.320.82,1,A,B,101,102,m,m,320.822962,320.894399,6,6,6,11,17,17,0.0,0.0,the,DT,O,0.0714,1,13.9983,5.8523,27.9967,4.7091,1,_,_,_,_,,DT,126
s01.cards.2.A.320.89,1,A,B,101,102,m,m,320.894399,321.1843990000001,7,7,7,11,17,17,0.0,0.0,same,JJ,J,0.29,1,3.4483,-0.7494,10.3448,0.0229,1,L*,_,_,_,,JJ,126
s01.cards.2.A.321.18,1,A,B,101,102,m,m,321.1843990000001,321.424399,8,8,8,11,17,17,0.0,0.0,one,NN,N,0.24,1,4.1667,-0.2998,14.5833,1.1481,4,_,L-,L%,L-L%,,CD,126
s01.cards.2.A.321.42,1,A,B,101,102,m,m,321.424399,321.484399,9,9,9,11,17,17,0.0,0.0,the,DT,O,0.06,1,16.6667,7.522,33.3333,6.1259,1,_,_,_,_,,DT,
s01.cards.2.A.321.48,1,A,B,101,102,m,m,321.484399,321.714399,10,10,10,11,17,17,0.0,0.0,blue,JJ,J,0.23,1,4.3478,-0.1865,13.0435,0.7393,1,H*,_,_,_,321.6832,JJ,
s01.cards.2.A.321.71,1,A,B,101,102,m,m,321.714399,322.424399,11,11,11,11,17,17,0.0,0.0994,lion,NN,N,0.71,2,2.8169,-1.1445,5.6338,-1.2278,4,H*,H-,L%,H-L%,,NN,
s01.cards.2.A.322.52,1,A,B,101,102,m,m,322.523807,322.654713,1,12,12,6,17,17,0.0994,0.0,a,DT,O,0.1309,1,7.6391,1.873,7.6391,-0.6955,1,_,_,_,_,,DT,
s01.cards.2.A.322.65,1,A,B,101,102,m,m,322.654713,322.986197,2,13,13,6,17,17,0.0,0.0,lemon,NN,N,0.3315,2,6.0335,0.8683,15.0837,1.281,3,H*,H-,_,H-,322.7149,JJ,
s01.cards.2.A.322.99,1,A,B,101,102,m,m,322.986197,323.1343990000001,3,14,14,6,17,17,0.0,0.0,and,CC,O,0.1482,1,6.7475,1.3151,18.5558,2.2027,1,_,_,_,_,,CC,
s01.cards.2.A.323.13,1,A,B,101,102,m,m,323.1343990000001,323.179185,4,15,15,6,17,17,0.0,0.0,a,DT,O,0.0448,1,22.3284,11.0649,22.3284,3.2043,1,_,_,_,_,,DT,
s01.cards.2.A.323.18,1,A,B,101,102,m,m,323.179185,323.484399,5,16,16,6,17,17,0.0,0.0,yellow,JJ,J,0.3052,2,6.5528,1.1933,13.1056,0.7558,1,L*,_,_,_,,JJ,
s01.cards.2.A.323.48,1,A,B,101,102,m,m,323.484399,323.844399,6,17,17,6,17,17,0.0,9.5541,moon,NN,N,0.36,1,2.7778,-1.1689,8.3333,-0.5112,4,_,L-,L%,L-L%,,NN,
s01.cards.2.A.33.28,1,A,B,101,102,m,m,33.279239000000004,33.839239,6,8,8,11,22,22,0.0,0.0,rhinoceros,NN,N,0.56,4,7.1429,1.5625,15.1786,1.3061,3-,!H*,H-,_,H-,,NN,19
s01.cards.2.A.33.84,1,A,B,101,102,m,m,33.839239,33.999239,7,9,9,11,22,22,0.0,0.0,on,IN,O,0.16,1,6.25,1.0038,12.5,0.595,1,_,_,_,_,,IN,19
s01.cards.2.A.333.40,1,A,B,101,102,m,m,333.398511,334.167316,1,1,1,8,8,8,9.5541,0.0,nope,UH,O,0.7688,1,1.3007,-2.0932,3.9022,-1.6876,4,L*,L-,L%,L-L%,,RB,
s01.cards.2.A.334.17,1,A,B,101,102,m,m,334.167316,334.358663,2,2,2,8,8,8,0.0,0.0,I,PRP,O,0.1913,1,5.2261,0.3631,5.2261,-1.3361,1,_,_,_,_,,PRP,1
s01.cards.2.A.334.36,1,A,B,101,102,m,m,334.358663,334.560261,3,3,3,8,8,8,0.0,0.0,guess,VBP,V,0.2016,1,4.9604,0.1968,14.8811,1.2272,1,L*,_,_,_,,VBP,
s01.cards.2.A.334.56,1,A,B,101,102,m,m,334.560261,334.662769,4,4,4,8,8,8,0.0,0.0,I,PRP,O,0.1025,1,9.7553,3.1973,9.7553,-0.1336,1,_,_,_,_,,PRP,1
s01.cards.2.A.334.66,1,A,B,101,102,m,m,334.662769,334.755025,5,5,5,8,8,8,0.0,0.0,can,MD,O,0.0923,1,10.8394,3.8756,32.5182,5.9095,1,_,_,_,_,,MD,
s01.cards.2.A.334.76,1,A,B,101,102,m,m,334.755025,335.110384,6,6,6,8,8,8,0.0,0.0,choose,VB,V,0.3554,1,2.8141,-1.1462,8.4422,-0.4823,1,L*,_,_,_,,VB,
s01.cards.2.A.335.11,1,A,B,101,102,m,m,335.110384,335.284647,7,7,7,8,8,8,0.0,0.0,this,DT,O,0.1743,1,5.7385,0.6837,17.2154,1.8469,1,_,_,_,_,,DT,67
s01.cards.2.A.335.28,1,A,B,101,102,m,m,335.284647,335.555473,8,8,8,8,8,8,0.0,5.8719,one,CD,O,0.2708,1,3.6924,-0.5966,12.9234,0.7074,4,_,X-?,X%?,X-?X%?,,CD,67
s01.cards.2.A.34.00,1,A,B,101,102,m,m,33.999239,34.309239,8,10,10,11,22,22,0.0,0.0,top,NN,N,0.31,1,3.2258,-0.8886,9.6774,-0.1543,4,H*,H-,L%,H-L%,34.0533,JJ,19
s01.cards.2.A.34.31,1,A,B,101,102,m,m,34.309239,34.455,9,11,11,11,22,22,0.0,0.0,and,CC,O,0.1458,1,6.8605,1.3859,18.8665,2.2852,1,_,_,_,_,,CC,
s01.cards.2.A.34.45,1,A,B,101,102,m,m,34.455,34.555,10,12,12,11,22,22,0.0,0.0,a,DT,O,0.1,1,10.0,3.3504,10.0,-0.0687,1,_,_,_,_,,DT,
s01.cards.2.A.34.55,1,A,B,101,102,m,m,34.555,35.179239,11,13,13,11,22,22,0.0,0.24,ruler,NN,N,0.6242,2,3.2039,-0.9023,6.9418,-0.8806,4,L+H*,!H-,L%,!H-L%,34.724000000000004,NN,
s01.cards.2.A.341.43,1,A,B,101,102,m,m,341.427415,341.844809,1,1,1,6,10,10,5.8719,0.0,okay,UH,O,0.4174,2,4.7916,0.0912,7.1875,-0.8154,4,L*,L-,L%,L-L%,,JJ,
s01.cards.2.A.341.84,1,A,B,101,102,m,m,341.844809,342.016032,2,2,2,6,10,10,0.0,0.0,this,DT,O,0.1712,1,5.8403,0.7475,17.521,1.928,1,_,_,_,_,,DT,134
s01.cards.2.A.342.02,1,A,B,101,102,m,m,342.016032,342.146032,3,3,3,6,10,10,0.0,0.0,is,VBZ,V,0.13,1,7.6923,1.9063,15.3846,1.3608,1,_,_,_,_,,VBZ,
s01.cards.2.A.342.15,1,A,B,101,102,m,m,342.146032,342.256032,4,4,4,6,10,10,0.0,0.0,a,DT,O,0.11,1,9.0909,2.7815,9.0909,-0.31,1,_,_,_,_,,DT,134
s01.cards.2.A.342.26,1,A,B,101,102,m,m,342.256032,342.706032,5,5,5,6,10,10,0.0,0.0,yellow,JJ,J,0.45,2,4.4444,-0.126,8.8889,-0.3637,1,L+H*,_,_,_,342.5119,JJ,134
s01.cards.2.A.342.71,1,A,B,101,102,m,m,342.706032,343.420036,6,6,6,6,10,10,0.0,0.1352,lion,NN,N,0.7140000000000001,2,2.8011,-1.1543,5.6022,-1.2362,4,!H*,H-,L%,H-L%,,NN,134
s01.cards.2.A.343.56,1,A,B,101,102,m,m,343.555212,344.4,1,7,7,4,10,10,0.1352,0.0,and,CC,O,0.8448,1,1.1837,-2.1664,3.2553,-1.8593,4,H*,H-,L%,H-L%,343.6214,CC,134
s01.cards.2.A.344.40,1,A,B,101,102,m,m,344.4,344.586032,2,8,8,4,10,10,0.0,0.0,a,DT,O,0.18600000000000005,1,5.3754,0.4565,5.3754,-1.2964,1,_,_,_,_,,DT,134
s01.cards.2.A.344.59,1,A,B,101,102,m,m,344.586032,344.857161,3,9,9,4,10,10,0.0,0.0,blue,JJ,J,0.2711,1,3.6883,-0.5992,11.0648,0.214,1,L*,_,_,_,,JJ,134
s01.cards.2.A.344.86,1,A,B,101,102,m,m,344.857161,345.206032,4,10,10,4,10,10,0.0,8.2262,moon,NN,N,0.3489,1,2.8664,-1.1135,8.5992,-0.4406,4,_,L-,L%,L-L%,,NN,134
s01.cards.2.A.35.42,1,A,B,101,102,m,m,35.41923900000001,35.7525,1,14,14,9,22,22,0.24,0.0,uh,UH,O,0.3333,1,3.0007,-1.0295,3.0007,-1.9269,4,L*,L-,L%,L-L%,,,
s01.cards.2.A.35.75,1,A,B,101,102,m,m,35.7525,36.179239,2,15,15,9,22,22,0.0,0.0,underneath,IN,O,0.4267,3,7.0301,1.4919,16.4035,1.6313,1,L*,_,_,_,,IN,
s01.cards.2.A.36.18,1,A,B,101,102,m,m,36.179239,36.269239,3,16,16,9,22,22,0.0,0.0,it,PRP,O,0.09,1,11.1111,4.0456,22.2222,3.1761,3,_,L-,_,L-,,PRP,19
s01.cards.2.A.36.27,1,A,B,101,102,m,m,36.269239,36.379239,4,17,17,9,22,22,0.0,0.0,to,IN,O,0.11,1,9.0909,2.7815,18.1818,2.1035,1,_,_,_,_,,TO,
s01.cards.2.A.36.38,1,A,B,101,102,m,m,36.379239,36.439239,5,18,18,9,22,22,0.0,0.0,the,DT,O,0.06,1,16.6667,7.522,33.3333,6.1259,1,_,_,_,_,,DT,
s01.cards.2.A.36.44,1,A,B,101,102,m,m,36.439239,36.6225,6,19,19,9,22,22,0.0,0.0,right,JJ,J,0.1833,1,5.4567,0.5074,16.3701,1.6225,4,L*,L-,L%,L-L%,,NN,
s01.cards.2.A.36.62,1,A,B,101,102,m,m,36.6225,36.6775,7,20,20,9,22,22,0.0,0.0,and,CC,O,0.055,1,18.1818,8.4701,50.0,10.5506,1,_,_,_,_,,CC,
s01.cards.2.A.36.68,1,A,B,101,102,m,m,36.6775,36.8525,8,21,21,9,22,22,0.0,0.0,that's,DT_BES,C,0.175,1,5.7143,0.6686,22.8571,3.3447,1,L*,_,_,_,,DT_VBZ,19
s01.cards.2.A.36.85,1,A,B,101,102,m,m,36.8525,36.982258,9,22,22,9,22,22,0.0,4.9384,it,PRP,O,0.1298,1,7.7067,1.9153,15.4133,1.3685,4,_,L-,L%,L-L%,,PRP,19
s01.cards.2.A.41.92,1,A,B,101,102,m,m,41.920624,42.245942,1,1,1,13,19,19,4.9384,0.0,okay,UH,O,0.3253,2,6.1478,0.9399,9.2217,-0.2753,4,H+!H*,H-,L%,H-L%,41.9443,JJ,
s01.cards.2.A.42.25,1,A,B,101,102,m,m,42.245942,42.375942,2,2,2,13,19,19,0.0,0.0,now,RB,R,0.13,1,7.6923,1.9063,15.3846,1.3608,1,_,_,_,_,,RB,
s01.cards.2.A.42.38,1,A,B,101,102,m,m,42.375942,42.405941,3,3,3,13,19,19,0.0,0.0,I,PRP,O,0.03,1,33.3344,17.9519,33.3344,6.1262,1,_,_,_,_,,PRP,1
s01.cards.2.A.42.41,1,A,B,101,102,m,m,42.405941,42.745942,4,4,4,13,19,19,0.0,0.0,have,VBP,V,0.34,1,2.9412,-1.0667,7.3529,-0.7714,1,L*,_,_,_,,VBP,
s01.cards.2.A.42.75,1,A,B,101,102,m,m,42.745942,42.955942,5,5,5,13,19,19,0.0,0.0,the,DT,O,0.21,1,4.7619,0.0726,9.5238,-0.1951,2,_,_,_,_,,DT,22
s01.cards.2.A.42.96,1,A,B,101,102,m,m,42.955942,43.415942,6,6,6,13,19,19,0.0,0.0,same,JJ,J,0.46,1,2.1739,-1.5468,6.5217,-0.9921,3,H*,H-,_,H-,43.2352,JJ,22
s01.cards.2.A.43.42,1,A,B,101,102,m,m,43.415942,43.735942,7,7,7,13,19,19,0.0,0.0,yellow,JJ,J,0.32,2,6.25,1.0038,12.5,0.595,1,H*,_,_,_,43.5065,JJ,
s01.cards.2.A.43.74,1,A,B,101,102,m,m,43.735942,44.335941,8,8,8,13,19,19,0.0,0.0,rhinoceros,NNS,N,0.6,4,6.6667,1.2645,14.1667,1.0375,1,!H*,_,_,_,,NN,
s01.cards.2.A.44.34,1,A,B,101,102,m,m,44.335941,44.495942,9,9,9,13,19,19,0.0,0.0,on,IN,O,0.16,1,6.25,1.0038,12.4999,0.595,1,_,_,_,_,,IN,
s01.cards.2.A.44.50,1,A,B,101,102,m,m,44.495942,44.92096,10,10,10,13,19,19,0.0,0.0,top,NN,N,0.425,1,2.3528,-1.4348,7.0585,-0.8496,4,L*,L-,L%,L-L%,,JJ,4
s01.cards.2.A.44.92,1,A,B,101,102,m,m,44.92096,45.285941,11,11,11,13,19,19,0.0,0.0,and,CC,O,0.365,1,2.7399,-1.1927,7.5346,-0.7232,2,_,_,_,_,,CC,
s01.cards.2.A.45.29,1,A,B,101,102,m,m,45.285941,45.565942,12,12,12,13,19,19,0.0,0.0,an,DT,O,0.28,1,3.5714,-0.6723,7.1428,-0.8272,1,_,_,_,_,,DT,
s01.cards.2.A.45.57,1,A,B,101,102,m,m,45.565942,45.995942,13,13,13,13,19,19,0.0,0.6688,ear,NN,N,0.43,1,2.3256,-1.4519,4.0698,-1.6431,4,H*,L-,H%,L-H%,45.6366,NN,
s01.cards.2.A.46.66,1,A,B,101,102,m,m,46.664785,46.96719,1,14,14,6,19,19,0.6688,0.0,uh,UH,O,0.3024,1,3.3068,-0.8379,3.3068,-1.8456,3,L*,L-,_,L-,,,
s01.cards.2.A.46.97,1,A,B,101,102,m,m,46.96719,47.2625,2,15,15,6,19,19,0.0,0.0,down,RB,R,0.2953,1,3.3863,-0.7882,10.1588,-0.0265,3,L*,L-,_,L-,,RP,
s01.cards.2.A.47.26,1,A,B,101,102,m,m,47.2625,47.34,3,16,16,6,19,19,0.0,0.0,and,CC,O,0.0775,1,12.9032,5.1671,35.4839,6.6969,1,_,_,_,_,,CC,
s01.cards.2.A.47.34,1,A,B,101,102,m,m,47.34,47.43,4,17,17,6,19,19,0.0,0.0,to,IN,O,0.09,1,11.1111,4.0456,22.2222,3.1761,1,_,_,_,_,,TO,
s01.cards.2.A.47.43,1,A,B,101,102,m,m,47.43,47.4875,5,18,18,6,19,19,0.0,0.0,the,DT,O,0.0575,1,17.3913,7.9755,34.7826,6.5107,1,_,_,_,_,,DT,8
s01.cards.2.A.47.49,1,A,B,101,102,m,m,47.4875,47.775942,6,19,19,6,19,19,0.0,4.5458,right,JJ,J,0.2884,1,3.4669,-0.7377,10.4007,0.0377,4,L*,L-,L%,L-L%,,NN,8
s01.cards.2.A.52.32,1,A,B,101,102,m,m,52.321711,52.68594399999999,1,1,1,15,18,18,4.5458,0.0,okay,UH,O,0.3642,2,5.4910000000000005,0.5289,8.2365,-0.5369,4,H+!H*,L-,L%,L-L%,52.3747,JJ,
s01.cards.2.A.52.69,1,A,B,101,102,m,m,52.68594399999999,52.875944,2,2,2,15,18,18,0.0,0.0,so,RB,R,0.19,1,5.2632,0.3863,10.5263,0.071,1,_,_,_,_,,IN,
s01.cards.2.A.52.88,1,A,B,101,102,m,m,52.875944,52.955944,3,3,3,15,18,18,0.0,0.0,the,DT,O,0.08,1,12.5,4.9147,25.0,3.9136,1,_,_,_,_,,DT,
s01.cards.2.A.52.96,1,A,B,101,102,m,m,52.955944,53.380049,4,4,4,15,18,18,0.0,0.0,same,JJ,J,0.4241,1,2.3579,-1.4317,7.0737,-0.8456,1,L+H*,_,_,_,,JJ,
s01.cards.2.A.53.38,1,A,B,101,102,m,m,53.380049,54.025944,5,5,5,15,18,18,0.0,0.0,rhinoceros,NN,N,0.6459,4,6.193,0.9681,13.16,0.7703,1,!H*,_,_,_,53.4125,NNS,
s01.cards.2.A.54.03,1,A,B,101,102,m,m,54.025944,54.45797,6,6,6,15,18,18,0.0,0.0,again,RB,R,0.4320000000000001,2,4.6294,-0.0103,9.2587,-0.2655,3,!H*,H-,_,H-,,RB,31
s01.cards.2.A.54.46,1,A,B,101,102,m,m,54.45797,54.565944,7,7,7,15,18,18,0.0,0.0,but,CC,O,0.108,1,9.2615,2.8882,27.7845,4.6528,1,_,_,_,_,,CC,31
s01.cards.2.A.54.57,1,A,B,101,102,m,m,54.565944,54.7725,8,8,8,15,18,18,0.0,0.0,this,DT,O,0.2066,1,4.8413,0.1223,14.5239,1.1323,1,_,_,_,_,,DT,31
s01.cards.2.A.54.77,1,A,B,101,102,m,m,54.7725,55.14594399999999,9,9,9,15,18,18,0.0,0.0,time,NN,N,0.3734,1,2.6778,-1.2315,8.0333,-0.5908,3,L*,L-,_,L-,,NN,31
s01.cards.2.A.55.15,1,A,B,101,102,m,m,55.14594399999999,55.33189399999999,10,10,10,15,18,18,0.0,0.0,uh,UH,O,0.1859,1,5.3778,0.458,5.3778,-1.2958,3-,L*,L-,_,L-,,,
s01.cards.2.A.55.33,1,A,B,101,102,m,m,55.33189399999999,55.495944,11,11,11,15,18,18,0.0,0.0,there's,EX_BES,C,0.1641,1,6.0957,0.9073,21.335,2.9406,1,_,_,_,_,,EX_VBZ,32_32
s01.cards.2.A.55.50,1,A,B,101,102,m,m,55.495944,55.6175,12,12,12,15,18,18,0.0,0.0,an,DT,O,0.1216,1,8.2267,2.2407,16.4533,1.6446,1,_,_,_,_,,DT,33
s01.cards.2.A.55.62,1,A,B,101,102,m,m,55.6175,56.07594399999999,13,13,13,15,18,18,0.0,0.0,owl,NN,N,0.4584,1,2.1813,-1.5422,4.3626,-1.5653,3,L*,L-,_,L-,,NN,33
s01.cards.2.A.56.08,1,A,B,101,102,m,m,56.07594399999999,56.595944,14,14,14,15,18,18,0.0,0.0,underneath,IN,O,0.52,3,5.7692,0.703,13.4615,0.8503,1,L*,_,_,_,,IN,32
s01.cards.2.A.56.60,1,A,B,101,102,m,m,56.595944,56.69410600000001,15,15,15,15,18,18,0.0,1.7618,it,PRP,O,0.0982,1,10.1872,3.4675,20.3745,2.6856,4,_,L-,L%,L-L%,,PRP,33
s01.cards.2.A.58.46,1,A,B,101,102,m,m,58.455944,58.595944,1,16,16,3,18,18,1.7618,0.0,to,IN,O,0.14,1,7.1429,1.5625,14.2857,1.0691,1,_,_,_,_,,TO,
s01.cards.2.A.58.60,1,A,B,101,102,m,m,58.595944,58.695944,2,17,17,3,18,18,0.0,0.0,the,DT,O,0.1,1,10.0,3.3504,20.0,2.5862,1,_,_,_,_,,DT,29
s01.cards.2.A.58.70,1,A,B,101,102,m,m,58.695944,59.165944,3,18,18,3,18,18,0.0,2.7398,left,JJ,J,0.47,1,2.1277,-1.5758,8.5106,-0.4641,4,L*,L-,L%,L-L%,,NN,29
s01.cards.2.A.61.91,1,A,B,101,102,m,m,61.905729,62.245729,1,1,1,18,18,18,2.7398,0.0,okay,UH,O,0.34,2,5.8824,0.7738,8.8235,-0.381,4,L*,L-,L%,L-L%,,JJ,
s01.cards.2.A.62.25,1,A,B,101,102,m,m,62.245729,62.475729,2,2,2,18,18,18,0.0,0.0,same,JJ,J,0.23,1,4.3478,-0.1865,13.0435,0.7393,1,_,_,_,_,,JJ,
s01.cards.2.A.62.48,1,A,B,101,102,m,m,62.475729,63.235729000000006,3,3,3,18,18,18,0.0,0.0,rhinoceros,NNS,N,0.76,4,5.2632,0.3863,11.1842,0.2457,4,H+!H*,H-,L%,H-L%,62.5646,NNS,
s01.cards.2.A.63.24,1,A,B,101,102,m,m,63.235729000000006,63.519039,4,4,4,18,18,18,0.0,0.0,uh,UH,O,0.2833,1,3.5297,-0.6984,3.5297,-1.7864,3,L*,L-,_,L-,,,
s01.cards.2.A.63.52,1,A,B,101,102,m,m,63.519039,63.6525,5,5,5,18,18,18,0.0,0.0,but,CC,O,0.1335,1,7.4928,1.7815,22.4785,3.2441,1,_,_,_,_,,CC,
s01.cards.2.A.63.65,1,A,B,101,102,m,m,63.6525,64.04572900000001,6,6,6,18,18,18,0.0,0.0,below,IN,O,0.3932,2,5.0861,0.2755,10.1722,-0.023,3,L*,L-,_,L-,,IN,
s01.cards.2.A.64.05,1,A,B,101,102,m,m,64.04572900000001,64.1625,7,7,7,18,18,18,0.0,0.0,on,IN,O,0.1168,1,8.5638,2.4516,17.1275,1.8236,1,_,_,_,_,,IN,
s01.cards.2.A.64.16,1,A,B,101,102,m,m,64.1625,64.2175,8,8,8,18,18,18,0.0,0.0,the,DT,O,0.055,1,18.1818,8.4701,36.3636,6.9304,1,_,_,_,_,,DT,5
s01.cards.2.A.64.22,1,A,B,101,102,m,m,64.2175,64.535729,9,9,9,18,18,18,0.0,0.0,left,NN,N,0.3182,1,3.1424,-0.9408,12.5696,0.6135,2,L+H*,_,_,_,64.3877,NN,5
s01.cards.2.A.64.54,1,A,B,101,102,m,m,64.535729,64.635729,10,10,10,18,18,18,0.0,0.0,is,VBZ,V,0.1,1,10.0,3.3504,20.0,2.5862,1,_,_,_,_,,VBZ,
s01.cards.2.A.64.64,1,A,B,101,102,m,m,64.635729,64.735729,11,11,11,18,18,18,0.0,0.0,an,DT,O,0.1,1,10.0,3.3504,20.0,2.5862,1,_,_,_,_,,DT,
s01.cards.2.A.64.74,1,A,B,101,102,m,m,64.735729,65.07572900000001,12,12,12,18,18,18,0.0,0.0,owl,NN,N,0.34,1,2.9412,-1.0667,5.8824,-1.1618,3,!H*,H-,_,H-,,NN,
s01.cards.2.A.65.08,1,A,B,101,102,m,m,65.07572900000001,65.21572900000001,13,13,13,18,18,18,0.0,0.0,on,IN,O,0.14,1,7.1429,1.5625,14.2857,1.0691,1,_,_,_,_,,IN,
s01.cards.2.A.65.22,1,A,B,101,102,m,m,65.21572900000001,65.285729,14,14,14,18,18,18,0.0,0.0,the,DT,O,0.07,1,14.2857,6.0322,28.5714,4.8617,1,_,_,_,_,,DT,
s01.cards.2.A.65.29,1,A,B,101,102,m,m,65.285729,65.505729,15,15,15,18,18,18,0.0,0.0,right,NN,N,0.22,1,4.5455,-0.0628,13.6364,0.8967,2,L*,_,_,_,,NN,
s01.cards.2.A.65.51,1,A,B,101,102,m,m,65.505729,65.645729,16,16,16,18,18,18,0.0,0.0,is,VBZ,V,0.14,1,7.1429,1.5625,14.2857,1.0691,1,_,_,_,_,,VBZ,
s01.cards.2.A.65.65,1,A,B,101,102,m,m,65.645729,65.835729,17,17,17,18,18,18,0.0,0.0,an,DT,O,0.19,1,5.2632,0.3863,10.5263,0.071,1,_,_,_,_,,DT,
s01.cards.2.A.65.84,1,A,B,101,102,m,m,65.835729,66.195729,18,18,18,18,18,18,0.0,5.0,ear,NN,N,0.36,1,2.7778,-1.1689,4.8611,-1.433,4,L*,L-,L%,L-L%,,NN,
s01.cards.2.A.71.20,1,A,B,101,102,m,m,71.195702,71.6139,1,1,1,10,21,21,5.0,0.0,okay,UH,O,0.4182,2,4.7824,0.0855,7.1736,-0.8190000000000001,4,H+!H*,!H-,L%,!H-L%,71.2052,JJ,
s01.cards.2.A.71.61,1,A,B,101,102,m,m,71.6139,71.7639,2,2,2,10,21,21,0.0,0.0,so,RB,R,0.15,1,6.6667,1.2645,13.3333,0.8163,1,_,_,_,_,,IN,
s01.cards.2.A.71.76,1,A,B,101,102,m,m,71.7639,71.8539,3,3,3,10,21,21,0.0,0.0,I,PRP,O,0.09,1,11.1111,4.0456,11.1111,0.2263,1,_,_,_,_,,PRP,1
s01.cards.2.A.71.85,1,A,B,101,102,m,m,71.8539,72.0139,4,4,4,10,21,21,0.0,0.0,have,VBP,V,0.16,1,6.25,1.0038,15.625,1.4247,1,_,_,_,_,,VBP,
s01.cards.2.A.72.01,1,A,B,101,102,m,m,72.0139,72.0939,5,5,5,10,21,21,0.0,0.0,the,DT,O,0.08,1,12.5,4.9147,25.0,3.9136,1,_,_,_,_,,DT,9
s01.cards.2.A.72.09,1,A,B,101,102,m,m,72.0939,72.4139,6,6,6,10,21,21,0.0,0.0,baby,NN,N,0.32,2,6.25,1.0038,12.5,0.595,1,H*,_,_,_,,NN,9
s01.cards.2.A.72.41,1,A,B,101,102,m,m,72.4139,72.7639,7,7,7,10,21,21,0.0,0.0,sheep,NN,N,0.35,1,2.8571,-1.1193,8.5714,-0.4479,3,H*,H-,_,H-,72.6571,NN,
s01.cards.2.A.72.76,1,A,B,101,102,m,m,72.7639,72.9239,8,8,8,10,21,21,0.0,0.0,on,IN,O,0.16,1,6.25,1.0038,12.5,0.595,1,_,_,_,_,,IN,
s01.cards.2.A.72.92,1,A,B,101,102,m,m,72.9239,73.0339,9,9,9,10,21,21,0.0,0.0,the,DT,O,0.11,1,9.0909,2.7815,18.1818,2.1035,1,_,_,_,_,,DT,37
s01.cards.2.A.73.03,1,A,B,101,102,m,m,73.0339,73.4901,10,10,10,10,21,21,0.0,0.5327,top,NN,N,0.4562,1,2.192,-1.5355,6.5761,-0.9777,4,H*,H-,L%,H-L%,73.1686,JJ,37
s01.cards.2.A.74.02,1,A,B,101,102,m,m,74.022777,74.2139,1,11,11,11,21,21,0.5327,0.0,a,DT,O,0.1911,1,5.2322,0.3669,5.2322,-1.3344,1,_,_,_,_,,DT,
s01.cards.2.A.74.21,1,A,B,101,102,m,m,74.2139,74.7075,2,12,12,11,21,21,0.0,0.0,llama,NN,N,0.4936,2,4.0519,-0.3717,8.1037,-0.5721,3,L+H*,H-,_,H-,74.5154,NN,
